,acousticness,danceability,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,album,album_id,artist,artist_id,duration_ms,name,popularity
319,0.874,0.379,0.347,6gDBGt1EO8ZapPYl36FpqG,0.5,0,0.945,-13.993,0,0.0281,77.844,0.29,Yellow House,6rVRNvNpzh0O2nSxFG7Ziz,Grizzly Bear,2Jv5eshHtLycR6R8KQCdc4,199773,Reprise,32
320,0.337,0.327,0.389,4QLgWj86OtcDdCNgcPgMZ2,0.726,9,0.108,-10.238,1,0.029,81.894,0.127,Yellow House,6rVRNvNpzh0O2nSxFG7Ziz,Grizzly Bear,2Jv5eshHtLycR6R8KQCdc4,374573,Colorado,32
321,0.0856,0.432,0.489,3fkGBlccVkaMmILxBB06nK,0.938,0,0.118,-12.556,1,0.0278,103.431,0.447,Pygmalion,7n7VUw9XFam4zMT7zn99tq,Slowdive,72X6FHxaShda0XeQw3vbeF,280640,Crazy for You - Alternative Version (Demo Version),24
322,0.0557,0.19,0.702,6smJCC2En1iEuN3b9ZQnLX,0.0228,7,0.13,-7.223,1,0.034,107.8,0.358,Slowdive,4nSWX5A4xVomzrOEGDKLQ6,Slowdive,72X6FHxaShda0XeQw3vbeF,413171,Slomo,54
323,0.0733,0.326,0.932,6oeABvJGU7Oztzd3CiSv0l,0.725,9,0.293,-4.909,1,0.0506,143.927,0.397,Slowdive,4nSWX5A4xVomzrOEGDKLQ6,Slowdive,72X6FHxaShda0XeQw3vbeF,338869,Star Roving,55
324,0.00544,0.267,0.752,0UjQAt7u0DvcU4dnbKtB9k,0.645,9,0.172,-6.313,1,0.0327,177.99,0.36,Slowdive,4nSWX5A4xVomzrOEGDKLQ6,Slowdive,72X6FHxaShda0XeQw3vbeF,276959,Don't Know Why,46
325,0.207,0.533,0.545,0GN3fXUdsTHeUg50xfDS0V,0.797,7,0.113,-7.681,1,0.0243,98.014,0.419,Slowdive,4nSWX5A4xVomzrOEGDKLQ6,Slowdive,72X6FHxaShda0XeQw3vbeF,270918,Sugar for the Pill,60
326,0.000391,0.364,0.806,5gCMldzBtCPajx3JNLtVB6,0.932,9,0.104,-6.338,1,0.0418,142.996,0.24,Slowdive,4nSWX5A4xVomzrOEGDKLQ6,Slowdive,72X6FHxaShda0XeQw3vbeF,262056,Everyone Knows,44
327,0.0228,0.557,0.507,4kAflSfOBf6Wv5ZD5abUvZ,0.862,6,0.0837,-7.6,1,0.0243,106.942,0.526,Slowdive,4nSWX5A4xVomzrOEGDKLQ6,Slowdive,72X6FHxaShda0XeQw3vbeF,348107,No Longer Making Time,49
328,0.0121,0.441,0.506,5kfbveiP0dHWSnPw76uorK,0.843,9,0.22,-8.589,1,0.0297,131.771,0.294,Slowdive,4nSWX5A4xVomzrOEGDKLQ6,Slowdive,72X6FHxaShda0XeQw3vbeF,369860,Go Get It,43
329,0.954,0.332,0.255,6Zr0mt1HdVUwTEdMwqPXsC,0.752,9,0.0784,-13.698,0,0.0309,187.786,0.134,Slowdive,4nSWX5A4xVomzrOEGDKLQ6,Slowdive,72X6FHxaShda0XeQw3vbeF,480758,Falling Ashes,45
330,0.0127,0.591,0.538,0HoKfFgT9BeJGFk9vTgHzs,0.622,11,0.274,-9.394,0,0.0267,106.605,0.54,Shadow,3sJyJUGgAISetu9JqPNcoo,Chromatics,4tOVIRjlWWfR1RrAxyRqTE,224527,Shadow,51
331,0.0104,0.62,0.459,7v9QtlMqlQ5PF4p7kMdaCc,0.914,11,0.297,-9.881,0,0.0267,106.598,0.444,Shadow,3sJyJUGgAISetu9JqPNcoo,Chromatics,4tOVIRjlWWfR1RrAxyRqTE,224525,Shadow (Instrumental),21
332,0.806,0.124,0.131,5ENDhxQLMeGeKBNT0TsBKW,0.00142,2,0.0847,-18.791,1,0.051,73.337,0.0529,Shadow,3sJyJUGgAISetu9JqPNcoo,Chromatics,4tOVIRjlWWfR1RrAxyRqTE,191815,Shadow (Acappella),17
333,0.00506,0.521,0.882,61zY5DkjMbSJriXUsVChjZ,0.00632,11,0.183,-6.262,1,0.0338,151.588,0.863,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,The War On Drugs,6g0mn3tzAds6aVeUYRsryU,316699,Touch of Grey,43
334,0.0126,0.304,0.883,2rKVo2Gl8CrLlFxMu40zCX,0.235,4,0.178,-6.25,1,0.101,174.014,0.718,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Phosphorescent,57kIMCLPgkzQlXjblX7XXP,299719,Sugaree,50
335,0.0402,0.27,0.709,3SlGbS624U4JBn5VNmWl3B,0.541,0,0.1,-6.273,1,0.0374,92.524,0.58,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Jim James,1MhtYlJvUqfd2EgHSQTGK4,334412,Candyman,33
336,0.0205,0.495,0.895,6iZ77g7Q5O17pJwYG9VuR8,0.014,4,0.076,-6.4,1,0.0467,158.938,0.827,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Moses Sumney,5W10uJRsbt9bROJDKoI1Wn,193278,Cassidy,31
337,0.847,0.381,0.302,6JjpTagq6klHgMRRvR2ydc,0.0424,7,0.148,-11.179,1,0.0321,113.181,0.0846,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Bruce Hornsby,2iM28IgKg89v1o7BTQAVPo,458403,Black Muddy River,45
338,0.0287,0.523,0.606,4hvaIDYjGugJdHZlR0iNPJ,0.308,4,0.341,-7.933,0,0.0302,128.971,0.357,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Ed Droste,0XF81i7F5hTlfNMHlTNptl,315316,Loser,27
339,0.636,0.528,0.553,2h0L6HcKZLpzEabxqQD8nH,0.871,9,0.149,-13.786,1,0.0435,118.938,0.202,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,The National,2cCUtGK9sDU2EoElnk0GNB,335288,Peggy-O,47
340,0.00964,0.471,0.765,3TIfpDj9FhrM4ejeXk4Q01,0.0313,2,0.0936,-6.044,1,0.0298,112.657,0.554,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Kurt Vile and the Violators,72SKeYrfxSaIpqrAGLyNcn,330782,Box of Rain,35
341,0.318,0.508,0.87,7ejfFlxwlL5tyVgr5xrPZM,0.000317,5,0.176,-4.806,1,0.0665,85.9,0.785,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,"Bonnie ""Prince"" Billy",2zAvisjImPICTNsRgagqlV,346588,Rubin and Cherise,40
342,0.84,0.367,0.488,5IVia3V49Dg02QAriErsvZ,0.761,7,0.1,-9.658,1,0.0285,90.172,0.0836,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Perfume Genius,2ueoLVCXQ948OfhVvAy3Nn,380539,To Lay Me Down,39
343,0.175,0.756,0.511,24F4bo3DfjbjjS5A5a4diQ,0.0133,11,0.107,-8.563,0,0.0274,107.541,0.373,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Courtney Barnett,4OOlG5eBXSkSAAEeKjJb5Y,320717,New Speedway Boogie,38
344,0.384,0.401,0.67,6FhTIsbEDEel7ju6pnKYtS,0.66,11,0.0837,-8.766,1,0.0397,77.708,0.192,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,271025,Friend of the Devil,62
345,0.652,0.769,0.419,09gvtBkglnurrM3G7RkwEU,0.000416,9,0.0913,-8.906,0,0.0328,124.861,0.556,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Lucius,1WrqUPWlHN5FXCRcQgrkas,267456,Uncle John's Band,35
346,0.362,0.505,0.845,0HrnAieUXcsfmJ7m9TPwT1,7.34e-05,11,0.228,-7.045,0,0.0532,106.911,0.861,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,The Lone Bellow,7JFtD8KnbAADBBDleIMuH7,184077,Me and My Uncle,28
347,0.54,0.549,0.402,26fTug5Gn0mOJLnQjQIVCI,2.32e-05,0,0.205,-7.353,1,0.0272,75.838,0.327,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Lee Ranaldo,4tXPSo0qk91VMP3wFxL0Fo,233131,Mountains of the Moon,25
348,0.772,0.257,0.293,5akBln7GwS5kcTunrO1yPW,0.0115,2,0.115,-10.011,1,0.0301,68.687,0.224,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,ANOHNI,6VJZYivuYJGCrPuOAnI7Qo,145420,Black Peter,24
349,0.955,0.652,0.356,2y4fpdeCpEHpMPB0yXx1AM,0.891,9,0.106,-10.026,1,0.0305,100.008,0.361,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Bryce Dessner,5HHKeO04SOcxUxjruFXf5l,432296,Garcia Counterpoint,25
350,0.377,0.56,0.719,5AOpCicFkyoNtP5udjctay,0.182,4,0.0773,-7.207,0,0.0343,137.909,0.278,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Daniel Rossen,2N7DBqf05DIw5tqKLRAUq4,1010521,Terrapin Station (Suite),27
351,0.354,0.459,0.356,6GvFK1w4feahYitEgnS9qb,0.0018,4,0.117,-10.321,1,0.0248,93.085,0.146,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Angel Olsen,6mKqFxGMS5TGDZI3XkT5Rt,255898,Attics of My Life,29
352,0.938,0.284,0.629,5whj8CMgPTiVrXA0bKvXpz,0.253,9,0.27,-9.026,1,0.0818,179.132,0.356,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Wilco,2QoU3awHVdcHS8LrZEKvSM,396373,St. Stephen (live),27
353,0.948,0.454,0.238,70fUtWZpQe210ofHVaQIp8,6.79e-05,0,0.0991,-10.169,1,0.0344,69.434,0.174,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,"Bonnie ""Prince"" Billy",2zAvisjImPICTNsRgagqlV,157106,If I Had the World to Give,36
354,0.8,0.568,0.535,62x1aKEqGmLsMAEWVMRZTv,0.174,7,0.11,-7.716,1,0.0307,122.102,0.545,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Phosphorescent,57kIMCLPgkzQlXjblX7XXP,333631,Standing on the Moon,32
355,0.00296,0.395,0.86,4egotiztmz50YehBsiN7I9,0.00113,0,0.518,-4.855,1,0.0385,170.848,0.904,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Charles Bradley,462T0buQ5ScBUQCRpodDRf,196042,Cumberland Blues,35
356,0.667,0.413,0.657,6F5zdnIzJohAubuLxkaTo9,0.0545,7,0.142,-6.674,1,0.0324,115.059,0.311,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,The Tallest Man On Earth,2BpAc5eK7Rz5GAwSp9UYXa,312921,Ship of Fools,25
357,0.399,0.532,0.539,04P2WgjjpNKamS3xfrwsCa,0.0607,2,0.079,-8.165,1,0.0346,88.773,0.396,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,"Bonnie ""Prince"" Billy",2zAvisjImPICTNsRgagqlV,369004,Bird Song,26
358,0.167,0.398,0.667,1kyaGbDsB3ZyjyDYRQaHSe,0.781,7,0.309,-7.004,1,0.0292,82.01,0.426,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,The National,2cCUtGK9sDU2EoElnk0GNB,334898,Morning Dew,41
359,0.000519,0.277,0.703,6OCB2wIVQczdiGIIKdlY66,0.0237,4,0.467,-7.388,1,0.182,108.579,0.143,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Marijuana Deathsquads,6oc4nqIWvCfQQLnQfdQwmH,295822,Truckin',22
360,0.647,0.319,0.588,3pYGThfc5zBK2ok9eN2jti,0.481,2,0.53,-9.496,1,0.0338,139.756,0.383,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Cass McCombs,2iUVQjheBnvOt8vaBrxXJz,237430,Dark Star,26
361,0.0764,0.178,0.863,6LnGnpjfBY7Qnr4v2Ps6Qq,0.812,11,0.326,-5.347,0,0.0577,102.991,0.201,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Nightfall of Diamonds,6tO5sjGzjm5u2LHfjLmXUG,507374,Nightfall of Diamonds,19
362,0.705,0.358,0.336,5m23KGHTSqqIlU2JpDuuBb,0.865,9,0.146,-13.681,0,0.0306,76.04,0.254,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Tim Hecker,1qiwaJwjKod5WhcYZ76O1B,239119,Transitive Refraction Axis for John Oswald,19
363,0.0658,0.507,0.636,2iRzk2IkDB25PXYskqPu8M,0.00832,4,0.122,-5.873,1,0.0351,113.048,0.259,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Lucinda Williams,60ht0hWRy1yjUDfNsLuHuP,244592,Goin' Down The Road Feeling Bad,25
364,0.416,0.3,0.776,3rEn0O1QWKO0h5EJsCTyWG,0.793,2,0.108,-6.974,1,0.0376,124.933,0.211,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Tunde Adebimpe,3and7uje1nuMnKJczCKox9,586321,Playing in the Band,20
365,0.0139,0.415,0.619,6FWminmVdcErmcXOk81wMx,0.0288,4,0.231,-7.488,1,0.0398,81.084,0.236,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Local Natives,75dQReiBOHN37fQgWQrIAJ,279324,Stella Blue,44
366,0.155,0.45,0.825,0X29V7rKFaTHNsmsLaMwgg,0.104,4,0.159,-5.614,1,0.0404,116.614,0.843,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Tal National,1CghIboTgOpw0iYLR5DC9l,309566,Eyes of the World,19
367,0.966,0.709,0.558,7GwVlf6W58rCFKebXDTF92,0.476,5,0.103,-10.661,0,0.0431,91.198,0.778,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Béla Fleck,2ka8z2lwkcp13fG8Wyv3xU,458893,Help on the Way,29
368,0.251,0.762,0.898,0JpJTKwUvzFDaLTQbi03qh,0.00684,7,0.174,-5.007,1,0.0425,106.438,0.84,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Orchestra Baobab,7xT0arvCDupDU1YYy0BNv9,389020,Franklin's Tower,25
369,0.55,0.569,0.374,23ipVxtfVQOyzFNuLC9JxZ,0.12,9,0.0926,-10.964,1,0.0324,141.688,0.136,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Luluc,2Jtfa8vjvzAAGxDfgIkU72,302103,Till the Morning Comes,23
370,0.8,0.421,0.456,28oDHwPpedYnbOsjI2Ta4N,4.01e-05,7,0.088,-7.905,1,0.0373,119.238,0.48,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,The Walkmen,6kFay2DQ5aZfeu5OsrF3Pw,265282,Ripple,26
371,0.614,0.313,0.491,2k6PcoeinvybCL0N6FZ5Rw,0.0363,2,0.175,-7.412,1,0.0323,118.513,0.143,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Richard Reed Parry,7kdBCYCfsZQPu4dVYpvswY,291745,Brokedown Palace,21
372,0.255,0.334,0.633,5YPfaD37OuRjb8nB4WZKid,0.346,0,0.312,-5.104,1,0.0286,179.852,0.44,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Real Estate,41SQP16hv1TioVYqdckmxT,360114,Here Comes Sunshine,30
373,0.043,0.802,0.895,3GBoIYqctCEhsep9n8BdTc,0.00236,0,0.103,-4.7,1,0.0419,112.002,0.959,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Unknown Mortal Orchestra,1LeVJ5GPeYDOVUjxx1y7Rp,208831,Shakedown Street,40
374,0.0845,0.633,0.602,5d7fWLYYJReMfeUqfJqns0,0.00543,2,0.128,-6.856,1,0.0288,105.45,0.661,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Hiss Golden Messenger,37eqxl8DyLd5sQN54wYJbE,288460,Brown-Eyed Women,36
375,0.684,0.523,0.418,7Gun2ERzvc43H1UTf5koIj,0.00508,8,0.107,-8.263,1,0.0317,90.069,0.367,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,This Is The Kit,0ZUyFEafMwocvApBjTXvdo,270380,Jack-A-Roe,31
376,0.682,0.599,0.393,6I0VqP454ic2BZlMO6Yzb3,0.000683,9,0.14,-7.633,1,0.0279,52.038,0.279,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Daniel Rossen,2N7DBqf05DIw5tqKLRAUq4,256888,High Time,21
377,0.156,0.459,0.833,13fvAyS9OIw6LWxMgLn35A,9.55e-05,0,0.264,-5.161,1,0.06,166.328,0.784,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,The Lone Bellow,7JFtD8KnbAADBBDleIMuH7,183042,Dire Wolf,23
378,0.726,0.563,0.485,0oM2o4TvLdjyCYSZJlyqMn,0.0103,9,0.0867,-9.182,1,0.0797,154.908,0.214,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Winston Marshall,17QwpKEew3b7k2PE4VOhFM,302562,Althea,29
379,0.0624,0.553,0.684,0OWVIQXoU46sibvVpNeFae,0.0985,7,0.105,-7.711,1,0.0529,96.805,0.326,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Orchestra Baobab,7xT0arvCDupDU1YYy0BNv9,300414,Clementine Jam,23
380,0.593,0.493,0.732,3w0hIvZxKFpCY7LsUztvW7,0.617,7,0.098,-7.018,1,0.0305,90.537,0.718,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Stephen Malkmus & The Jicks,7wyRA7deGRxozTyBc6QXPe,684191,China Cat Sunflower -> I Know You Rider,21
381,0.636,0.421,0.196,6fT9bfS3R7FsqxkhtQxS1I,0.899,9,0.0988,-15.511,1,0.0373,112.393,0.247,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Bill Callahan,7gqsi6aBSkRMJoL9psKqMr,338184,Easy Wind,28
382,0.363,0.336,0.403,7bKBEOsyZ3zjONnecM2XnU,0.862,1,0.122,-11.331,1,0.0319,109.485,0.123,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Ira Kaplan,3vEXvAvLQvZL1XoyIexpeJ,608324,Wharf Rat,19
383,0.871,0.261,0.39,0ymJFb00xgnznPO80eJDM6,0.819,11,0.0988,-8.403,1,0.035,91.442,0.0555,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,The Rileys,6uLY5RJflqxjhRMLLeEsxZ,317166,Estimated Prophet,17
384,0.171,0.502,0.549,2v3dYhiqPy5UkY21DPkg7D,0.759,10,0.143,-11.884,1,0.0938,105.88,0.17,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Man Forever,6wLAMEpqPveo2n7yDpoNbe,291405,Drums -> Space,17
385,0.142,0.436,0.872,1DqPkvJrCYOqP2bfQWg5zh,0.676,2,0.462,-7.919,1,0.0865,144.967,0.23,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Fucked Up,05C3EDw4Rf0qMhrdjFKncL,377689,Cream Puff War,18
386,0.026,0.515,0.686,2h6XtKvZZcWZkR1jukW6T3,0.851,4,0.102,-8.528,0,0.0447,149.99,0.292,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,The Flaming Lips,16eRpMNXSQ15wuJoeqguaB,373945,Dark Star,20
387,0.747,0.179,0.0779,2elVWyS4AIQOQlO8EP98At,0.477,10,0.348,-13.261,1,0.0394,108.586,0.0372,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,s t a r g a z e,6ArmVuGn8UtsupvhL3suRy,395179,What's Become of the Baby,17
388,0.982,0.33,0.231,6QqdeoaU4UEYVyKbr6vN6Z,0.942,4,0.106,-14.812,1,0.0406,118.555,0.0612,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Vijay Iyer,27DeRe5LjIt9ZPXUjF90h6,274806,King Solomon's Marbles,18
389,0.805,0.487,0.323,0cN7ugamcrFO8KC7hdPjus,0.0451,9,0.103,-7.0,1,0.026,74.539,0.165,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Mina Tindle,1myZw5gJTFWZUrqv4Qdq2E,125598,Rosemary,17
390,0.944,0.555,0.283,4yDxaCOSQIaskk59THzDQd,1.16e-06,4,0.239,-8.738,1,0.0347,125.609,0.395,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,Sam Amidon,6TTJ0xLPPNDyv4bXyukzU4,163319,And We Bid You Goodnight,21
391,0.112,0.343,0.776,4xEBL6CWRPiTkkr3PPwSVu,0.0535,7,0.921,-6.747,1,0.0576,164.507,0.387,Day of the Dead,19aZxgHJEtveuVPhDFTMMG,The National,2cCUtGK9sDU2EoElnk0GNB,518293,I Know You Rider (live),26
392,0.742,0.562,0.483,1vR2wS0BmsaOE93nFXmUgq,0.622,7,0.0806,-8.87,1,0.031,112.057,0.408,Jogos Vorazes: Em Chamas,7yzV9QFXJGdHhzmlzabsdG,The National,2cCUtGK9sDU2EoElnk0GNB,271266,Lean - From “The Hunger Games: Catching Fire” Soundtrack,12
393,0.547,0.858,0.6,1LM6t24SjQr2bJHqeGIR4U,0.00113,2,0.132,-6.677,1,0.063,106.023,0.513,The Search for Everything,0jZFu2tihRJ65iYAo0oOtP,John Mayer,0hEurMDQu99nJRq8pTxO14,234920,Still Feel Like Your Man,65
394,0.771,0.494,0.365,5ddXMXmXZ2FN4iliTG20nO,0.000978,11,0.139,-8.92,1,0.0279,165.766,0.191,The Search for Everything,0jZFu2tihRJ65iYAo0oOtP,John Mayer,0hEurMDQu99nJRq8pTxO14,239666,Emoji of a Wave,64
395,0.151,0.761,0.598,701DK0It9f7iurRnzKvF0y,0.00259,9,0.0314,-5.838,0,0.0268,103.978,0.937,The Search for Everything,0jZFu2tihRJ65iYAo0oOtP,John Mayer,0hEurMDQu99nJRq8pTxO14,249120,Helpless,63
396,0.623,0.718,0.583,0oiCeOPwm4zhwfyIpAE37y,0.000662,7,0.0612,-7.884,1,0.0288,119.97,0.422,The Search for Everything,0jZFu2tihRJ65iYAo0oOtP,John Mayer,0hEurMDQu99nJRq8pTxO14,212320,Love on the Weekend,64
397,0.386,0.546,0.657,77Y57qRJBvkGCUw9qs0qMg,1.03e-05,8,0.0983,-6.526,1,0.0255,80.007,0.52,The Search for Everything,0jZFu2tihRJ65iYAo0oOtP,John Mayer,0hEurMDQu99nJRq8pTxO14,243666,In the Blood,67
398,0.587,0.444,0.336,6eIygPhGcBFKKcxlGTJlY0,0.00274,0,0.132,-7.778,1,0.0282,183.345,0.392,The Search for Everything,0jZFu2tihRJ65iYAo0oOtP,John Mayer,0hEurMDQu99nJRq8pTxO14,213080,Changing,61
399,0.897,0.595,0.337,1G4s7WkhgmdQvYaGCHjw1G,0.935,7,0.121,-11.06,1,0.0263,90.973,0.362,The Search for Everything,0jZFu2tihRJ65iYAo0oOtP,John Mayer,0hEurMDQu99nJRq8pTxO14,111773,"Theme from ""The Search for Everything""",59
400,0.591,0.85,0.461,1crSsvtU9wZB15dIQXV2QH,0.0409,6,0.1,-9.018,0,0.0539,94.038,0.628,The Search for Everything,0jZFu2tihRJ65iYAo0oOtP,John Mayer,0hEurMDQu99nJRq8pTxO14,265360,Moving On and Getting Over,63
401,0.73,0.535,0.354,3TQbr3G3U5wlwEJejmqC1F,1.24e-05,2,0.138,-8.61,1,0.026,139.889,0.22,The Search for Everything,0jZFu2tihRJ65iYAo0oOtP,John Mayer,0hEurMDQu99nJRq8pTxO14,220866,Never on the Day You Leave,62
402,0.489,0.758,0.465,5KsLlcmWDoHUoJFzRw14wD,5.21e-05,7,0.116,-6.547,1,0.0374,138.902,0.759,The Search for Everything,0jZFu2tihRJ65iYAo0oOtP,John Mayer,0hEurMDQu99nJRq8pTxO14,240626,Rosie,63
403,0.624,0.611,0.696,0Zrug5Ry3x6x60lohpEU0C,0.014,2,0.124,-6.737,1,0.0302,154.954,0.706,The Search for Everything,0jZFu2tihRJ65iYAo0oOtP,John Mayer,0hEurMDQu99nJRq8pTxO14,202813,Roll it on Home,60
404,0.983,0.538,0.131,51lPx6ZCSalL2kvSrDUyJc,0.00522,7,0.156,-14.104,1,0.0316,136.149,0.32,The Search for Everything,0jZFu2tihRJ65iYAo0oOtP,John Mayer,0hEurMDQu99nJRq8pTxO14,190013,You're Gonna Live Forever in Me,63
405,0.0485,0.624,0.791,5LmwNHC9YCUvgcCGiKdsYV,0.579,2,0.168,-7.081,1,0.0904,148.043,0.5,FORGET,151CDCqH6rwgFzDsLvKf7g,Xiu Xiu,5JLqvjW3Nyom2OsRUyFsS9,197247,The Call,27
406,0.0012,0.137,0.788,6QzyiKj6CDayd8rBWGyalU,0.654,7,0.397,-5.847,1,0.0552,205.585,0.0904,FORGET,151CDCqH6rwgFzDsLvKf7g,Xiu Xiu,5JLqvjW3Nyom2OsRUyFsS9,263446,Queen of the Losers,21
407,0.00166,0.528,0.892,0163YUM6BGkHfbRQHQ7BxD,0.268,5,0.363,-6.377,1,0.0631,104.845,0.335,FORGET,151CDCqH6rwgFzDsLvKf7g,Xiu Xiu,5JLqvjW3Nyom2OsRUyFsS9,252157,Wondering,31
408,0.352,0.59,0.465,5g2S1driJtVXRnRNOMD2BP,0.834,5,0.129,-8.833,1,0.0389,85.897,0.199,FORGET,151CDCqH6rwgFzDsLvKf7g,Xiu Xiu,5JLqvjW3Nyom2OsRUyFsS9,299516,Get Up,26
409,0.00539,0.492,0.422,4aFURbYBRiZDmuQeE2H5HI,0.793,7,0.176,-10.622,1,0.0333,113.989,0.0776,FORGET,151CDCqH6rwgFzDsLvKf7g,Xiu Xiu,5JLqvjW3Nyom2OsRUyFsS9,227711,Hay Choco Bananas,18
410,0.0647,0.584,0.61,65Kw3CREaw0Bfv8WTgPY10,0.895,1,0.163,-8.652,1,0.039,105.152,0.177,FORGET,151CDCqH6rwgFzDsLvKf7g,Xiu Xiu,5JLqvjW3Nyom2OsRUyFsS9,236966,Jenny GoGo,22
411,0.0057,0.487,0.506,5Hd8kGlRDHJhK05CvBgzOa,0.52,8,0.0756,-9.554,1,0.0445,117.694,0.0922,FORGET,151CDCqH6rwgFzDsLvKf7g,Xiu Xiu,5JLqvjW3Nyom2OsRUyFsS9,192193,"At Last, At Last",18
412,0.00246,0.533,0.654,1pXDD0oqhaNLAJmEjLznlE,0.273,9,0.44,-7.155,0,0.0606,114.346,0.52,FORGET,151CDCqH6rwgFzDsLvKf7g,Xiu Xiu,5JLqvjW3Nyom2OsRUyFsS9,251189,Forget,19
413,0.66,0.38,0.207,4NsVQXOdvr6nEREMZVN3Ge,0.191,0,0.0863,-11.963,1,0.04,94.253,0.139,FORGET,151CDCqH6rwgFzDsLvKf7g,Xiu Xiu,5JLqvjW3Nyom2OsRUyFsS9,241194,Petite,16
414,0.0687,0.196,0.479,0i3zW51uPgeAUX42I4bHms,0.276,9,0.167,-9.334,0,0.0449,73.473,0.0905,FORGET,151CDCqH6rwgFzDsLvKf7g,Xiu Xiu,5JLqvjW3Nyom2OsRUyFsS9,475893,"Faith, Torn Apart",15
415,0.343,0.277,0.492,4GDQIeH1UU1nRdki0METND,0.878,7,0.108,-12.033,1,0.0383,155.277,0.126,Skeleton Tree,34xaLN7rDecGEK5UGIVbeJ,Nick Cave & The Bad Seeds,4UXJsSlnKd7ltsrHebV79Q,352253,Jesus Alone,44
416,0.861,0.353,0.638,2DJm8k4qUOF5m9yiDPt6gE,6.19e-05,0,0.102,-9.335,1,0.0583,77.395,0.288,Skeleton Tree,34xaLN7rDecGEK5UGIVbeJ,Nick Cave & The Bad Seeds,4UXJsSlnKd7ltsrHebV79Q,208520,Rings Of Saturn,50
417,0.854,0.309,0.307,6nL1A5WUhZWCrPhz07yKtU,2.64e-06,2,0.238,-12.321,0,0.0324,132.997,0.131,Skeleton Tree,34xaLN7rDecGEK5UGIVbeJ,Nick Cave & The Bad Seeds,4UXJsSlnKd7ltsrHebV79Q,291026,Girl In Amber,45
